Factura,Fecha,FechaVencimiento,Cliente,Producto,Cantidad,Moneda,Total,Almacen,Vendedor,TotalUSD,Impuesto,ImpuestoUSD,Tipo de cambio,Ganacia,GananciaUSD
000053549,20190514.,20190614.,C000295,A000329,3.00,CRC,"3,382.50",1,-1,0,439.73,0,0,"1,271.2100",0
000053549,20190514.,20190614.,C000295,A000382,6.00,CRC,"7,320.00",1,-1,0,0.00,0,0,"2,459.5800",0
000053549,20190514.,20190614.,C000295,A000339,50.00,CRC,"8,910.00",1,-1,0,0.00,0,0,"3,283.9400",0
000053662,20190514.,20190714.,C000361,A000348,12.00,CRC,"9,360.61",1,-1,0,"1,216.88",0,0,"-3,977.8900",0
000053662,20190514.,20190714.,C000361,A000308,2.00,CRC,"18,249.00",1,-1,0,"2,372.37",0,0,"7,584.2200",0
000053679,20190514.,20190614.,C003772,A000382,6.00,CRC,"7,320.00",1,-1,0,0.00,0,0,"2,459.5800",0
000053682,20190514.,20190614.,C000677,A000389,8.00,CRC,"26,822.72",8,-1,0,"3,486.95",0,0,"3,218.7200",0
000054093,20190515.,20190615.,C004371,A000325,12.00,CRC,"21,093.60",1,-1,0,0.00,0,0,"12,072.2500",0
000054093,20190515.,20190615.,C004371,A000328,12.00,CRC,"23,562.00",1,-1,0,0.00,0,0,"13,269.3900",0
000054116,20190515.,20190615.,C000408,A000382,80.00,CRC,"91,512.00",1,-1,0,0.00,0,0,"26,706.4100",0
000054116,20190515.,20190615.,C000408,A000341,24.00,CRC,"8,905.68",1,-1,0,0.00,0,0,"6,037.9900",0
000054195,20190516.,20190616.,C004511,A000310,1.00,CRC,"6,331.50",1,-1,0,823.09,0,0,"2,055.7100",0
000054300,20190516.,20190616.,C003486,A000348,12.00,CRC,"9,360.61",1,-1,0,"1,216.88",0,0,"-3,977.8900",0
000054313,20190516.,20190716.,C004108,A000341,30.00,CRC,"5,400.00",2,-1,0,0.00,0,0,"1,589.4100",0
000054402,20190516.,20190616.,C001442,A000344,6.00,CRC,"1,346.40",1,-1,0,0.00,0,0,7.305.200,0
000054419,20190516.,20190616.,C000547,A000341,12.00,CRC,"2,917.20",1,-1,0,0.00,0,0,"1,483.3600",0
000054521,20190517.,20190617.,C000118,A000348,6.00,CRC,"4,680.30",1,-1,0,608.44,0,0,"-1,988.9500",0
000054552,20190517.,20190617.,C004536,A000308,1.00,CRC,"9,124.50",1,-1,0,"1,186.19",0,0,"3,792.1100",0
000054552,20190517.,20190617.,C004536,A000309,1.00,CRC,"12,974.50",1,-1,0,"1,686.68",0,0,"5,300.0400",0
000054880,20190520.,20190720.,C003691,A000326,120.00,CRC,"104,880.00",2,-1,0,"13,020.85",0,0,"33,679.3400",0
000054880,20190520.,20190720.,C003691,A000329,180.00,CRC,"165,780.00",2,-1,0,"20,581.59",0,0,"49,199.5300",0
000054881,20190520.,20190720.,C003691,A000326,60.00,CRC,"52,440.00",2,-1,0,"6,510.43",0,0,"16,839.6700",0
000054881,20190520.,20190720.,C003691,A000329,60.00,CRC,"55,260.00",2,-1,0,"6,860.53",0,0,"16,399.8400",0
000054882,20190520.,20190720.,C004108,A000341,30.00,CRC,"5,400.00",2,-1,0,0.00,0,0,"1,589.4100",0
000054915,20190520.,20190820.,C000395,A000382,5.00,CRC,"6,100.00",1,-1,0,0.00,0,0,"2,049.6500",0
000055120,20190520.,20190620.,C004381,A000382,36.00,CRC,"46,116.00",1,-1,0,0.00,0,0,"16,953.4800",0
000055187,20190521.,20190621.,C000207,A000382,24.00,CRC,"29,280.00",1,-1,0,0.00,0,0,"9,838.3200",0
000055369,20190521.,20190721.,C004108,A000341,30.00,CRC,"5,400.00",2,-1,0,0.00,0,0,"1,589.4100",0
000055430,20190521.,20190621.,C003285,A000338,24.00,CRC,"1,795.20",1,-1,0,0.00,0,0,7.497.600,0
000055522,20190521.,20190621.,C000472,A000316,3.00,CRC,"7,019.10",1,-1,0,0.00,0,0,"2,580.6900",0
000055522,20190521.,20190621.,C000472,A000329,6.00,CRC,"6,765.00",1,-1,0,879.45,0,0,"2,542.4100",0
000055773,20190522.,20190522.,C000525,A000341,6.00,CRC,"1,453.50",1,-1,0,0.00,0,0,7.365.800,0
000055773,20190522.,20190522.,C000525,A000344,12.00,CRC,"2,690.40",1,-1,0,0.00,0,0,"1,458.6500",0
000055773,20190522.,20190522.,C000525,A000345,12.00,CRC,"2,907.00",1,-1,0,0.00,0,0,"1,796.0100",0
000055773,20190522.,20190522.,C000525,A000340,6.00,CRC,"1,453.50",1,-1,0,0.00,0,0,7.773.500,0
000055782,20190522.,20190622.,C000674,A000382,6.00,CRC,"7,320.00",1,-1,0,0.00,0,0,"2,459.5800",0
000055826,20190522.,20190522.,C004384,A000348,2.00,CRC,"1,560.10",1,-1,0,202.81,0,0,-6.629.800,0
000055875,20190522.,20190622.,C004079,A000309,2.00,CRC,"25,949.00",1,-1,0,"3,373.37",0,0,"10,600.0800",0
000055980,20190522.,20190622.,C000653,A000344,12.00,CRC,"2,558.16",1,-1,0,0.00,0,0,"1,326.4100",0
000055980,20190522.,20190622.,C000653,A000341,6.00,CRC,"1,385.67",1,-1,0,0.00,0,0,6.687.500,0
000055986,20190522.,20190622.,C000207,A000382,24.00,CRC,"29,280.00",1,-1,0,0.00,0,0,"9,838.3200",0
000056067,20190523.,20190623.,C003827,A000341,4.00,CRC,972.40,1,-1,0,0.00,0,0,4.944.500,0
000056070,20190523.,20190623.,C003719,A000325,12.00,CRC,"21,093.60",1,-1,0,0.00,0,0,"12,072.2500",0
000056070,20190523.,20190623.,C003719,A000328,12.00,CRC,"23,562.00",1,-1,0,0.00,0,0,"13,269.3900",0
000056070,20190523.,20190623.,C003719,A000336,12.00,CRC,"19,245.60",1,-1,0,0.00,0,0,"11,226.2000",0
000056070,20190523.,20190623.,C003719,A000334,12.00,CRC,"18,176.40",1,-1,0,0.00,0,0,"10,524.3600",0
000056269,20190523.,20190623.,C002329,A000345,6.00,CRC,"1,458.60",1,-1,0,0.00,0,0,9.031.100,0
000056364,20190523.,20190623.,C002019,A000325,20.00,CRC,"35,156.00",1,-1,0,0.00,0,0,"20,120.4100",0
000056392,20190524.,20190524.,C004077,A000344,5.00,CRC,"1,122.00",1,-1,0,0.00,0,0,6.087.700,0
000056392,20190524.,20190524.,C004077,A000345,5.00,CRC,"1,215.50",1,-1,0,0.00,0,0,7.525.900,0
000056392,20190524.,20190524.,C004077,A000310,1.00,CRC,"6,331.50",1,-1,0,823.10,0,0,"2,055.7100",0
000056392,20190524.,20190524.,C004077,A000314,3.00,CRC,"6,291.00",1,-1,0,817.83,0,0,"1,536.4300",0
000056417,20190524.,20190624.,C000282,A000382,12.00,CRC,"14,640.00",1,-1,0,0.00,0,0,"4,919.4900",0
000056687,20190527.,20190627.,C001351,A000308,1.00,CRC,"9,124.50",1,-1,0,"1,186.18",0,0,"3,792.1100",0
000056822,20190527.,20190727.,C004108,A000341,15.00,CRC,"2,700.00",2,-1,0,0.00,0,0,7.947.100,0
000056930,20190527.,20190827.,C003023,A000308,1.00,CRC,"8,668.28",1,-1,0,"1,126.88",0,0,"3,335.8900",0
000056930,20190527.,20190827.,C003023,A000309,1.00,CRC,"12,325.78",1,-1,0,"1,602.35",0,0,"4,651.3200",0
000057374,20190529.,20190629.,C001554,A000382,12.00,CRC,"14,640.00",1,-1,0,0.00,0,0,"4,919.4900",0
000057411,20190529.,20190529.,C004568,A000382,3.00,CRC,"3,660.00",1,-1,0,0.00,0,0,"1,229.8700",0
000057411,20190529.,20190529.,C004568,A000339,50.00,CRC,"8,910.00",1,-1,0,0.00,0,0,"3,283.9400",0
000057469,20190529.,20190629.,C000627,A000382,6.00,CRC,"7,320.00",1,-1,0,0.00,0,0,"2,459.7500",0
000057569,20190529.,20190629.,C003935,A000321,1.00,CRC,"1,023.00",1,-1,0,132.99,0,0,3.920.700,0
000057795,20190530.,20190630.,C002273,A000319,5.00,CRC,"6,479.00",1,-1,0,0.00,0,0,"2,794.8200",0
000057795,20190530.,20190630.,C002273,A000320,6.00,CRC,"7,557.00",1,-1,0,0.00,0,0,"3,342.6400",0
000057987,20190530.,20190630.,C001639,A000312,1.00,CRC,"9,994.50",1,-1,0,"1,299.29",0,0,"1,931.4900",0
000058112,20190531.,20190630.,C001088,A000338,24.00,CRC,"1,795.20",1,-1,0,0.00,0,0,7.497.600,0
000058279,20190531.,20190630.,C000172,A000382,6.00,CRC,"7,320.00",1,-1,0,0.00,0,0,"2,459.8900",0
000058287,20190531.,20190630.,C001716,A000308,1.00,CRC,"8,622.90",1,-1,0,"1,120.98",0,0,"3,290.5100",0
000058358,20190603.,20190803.,C003691,A000326,60.00,CRC,"52,440.00",2,-1,0,"6,510.43",0,0,"16,839.6700",0
000058358,20190603.,20190803.,C003691,A000321,120.00,CRC,"86,880.00",2,-1,0,"10,786.15",0,0,"24,399.5200",0
000058359,20190603.,20190803.,C003691,A000326,60.00,CRC,"52,440.00",2,-1,0,"6,510.43",0,0,"16,839.6700",0
000058360,20190603.,20190803.,C003691,A000321,48.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000058361,20190603.,20190803.,C004108,A000341,30.00,CRC,"5,400.00",2,-1,0,0.00,0,0,"1,589.4100",0
000058485,20190603.,20190803.,C004108,A000341,45.00,CRC,"8,100.00",2,-1,0,0.00,0,0,"2,384.1100",0
000058512,20190603.,20190703.,C001976,A000340,6.00,CRC,"1,458.60",1,-1,0,0.00,0,0,7.824.600,0
000058512,20190603.,20190703.,C001976,A000345,6.00,CRC,"1,458.60",1,-1,0,0.00,0,0,9.031.100,0
000058592,20190603.,20190703.,C001227,A000382,6.00,CRC,"7,301.70",1,-1,0,0.00,0,0,"2,441.5900",0
000058616,20190603.,20190703.,C000642,A000344,10.00,CRC,"2,244.00",1,-1,0,0.00,0,0,"1,217.5400",0
000058747,20190604.,20190704.,C000856,A000334,12.00,CRC,"18,176.40",1,-1,0,0.00,0,0,"10,524.3600",0
000058747,20190604.,20190704.,C000856,A000336,12.00,CRC,"19,245.60",1,-1,0,0.00,0,0,"11,226.2000",0
000058779,20190604.,20190804.,C000361,A000308,1.00,CRC,"9,124.50",1,-1,0,"1,186.19",0,0,"3,792.1100",0
000058779,20190604.,20190804.,C000361,A000309,1.00,CRC,"12,974.50",1,-1,0,"1,686.69",0,0,"5,300.0400",0
000058883,20190604.,20190604.,C003212,A000345,6.00,CRC,"1,453.50",1,-1,0,0.00,0,0,8.980.100,0
000058883,20190604.,20190604.,C003212,A000344,6.00,CRC,"1,345.20",1,-1,0,0.00,0,0,7.293.300,0
000058889,20190604.,20190604.,C004232,A000340,12.00,CRC,"3,540.00",1,-1,0,0.00,0,0,"2,187.7100",0
000059235,20190605.,20190705.,C000841,A000382,6.00,CRC,"7,320.00",1,-1,0,0.00,0,0,"2,459.8900",0
000059687,20190606.,20190706.,C004310,A000382,10.00,CRC,"12,200.00",1,-1,0,0.00,0,0,"4,099.8100",0
000059732,20190606.,20190706.,C004181,A000328,6.00,CRC,"11,781.00",1,-1,0,0.00,0,0,"6,634.7000",0
000059742,20190606.,20190706.,C000031,A000338,48.00,CRC,"3,590.40",1,-1,0,0.00,0,0,"1,499.5300",0
000059789,20190607.,20190707.,C003157,A000329,6.00,CRC,"6,765.00",1,-1,0,879.45,0,0,"2,542.4100",0
000059814,20190607.,20190807.,C000369,A000325,6.00,CRC,"10,546.80",1,-1,0,0.00,0,0,"6,036.1200",0
000059882,20190607.,20190707.,C000894,A000382,12.00,CRC,"14,603.40",1,-1,0,0.00,0,0,"4,883.1800",0
000059883,20190607.,20190707.,C001918,A000326,10.00,CRC,"10,945.00",1,-1,0,"1,422.85",0,0,"4,484.9300",0
000059883,20190607.,20190707.,C001918,A000329,10.00,CRC,"11,275.00",1,-1,0,"1,465.75",0,0,"4,237.3500",0
000059989,20190607.,20190607.,C004529,A000341,5.00,CRC,"1,154.73",1,-1,0,0.00,0,0,5.572.900,0
000059989,20190607.,20190607.,C004529,A000340,5.00,CRC,"1,154.73",1,-1,0,0.00,0,0,5.912.800,0
000060024,20190607.,20190707.,C004238,A000310,1.00,CRC,"6,331.50",1,-1,0,823.09,0,0,"2,055.7100",0
000060028,20190607.,20190707.,C001717,A000308,1.00,CRC,"8,622.90",1,-1,0,"1,120.98",0,0,"3,351.5300",0
000060166,20190610.,20190810.,C003691,A000321,60.00,CRC,"43,440.00",2,-1,0,"5,393.08",0,0,"12,199.7600",0
000060166,20190610.,20190810.,C003691,A000329,420.00,CRC,"386,820.00",2,-1,0,"48,023.70",0,0,"114,798.9100",0
000060166,20190610.,20190810.,C003691,A000326,120.00,CRC,"104,880.00",2,-1,0,"13,020.85",0,0,"33,679.3400",0
000060167,20190610.,20190810.,C003691,A000329,240.00,CRC,"221,040.00",2,-1,0,"27,442.11",0,0,"65,599.3700",0
000060167,20190610.,20190810.,C003691,A000326,60.00,CRC,"52,440.00",2,-1,0,"6,510.43",0,0,"16,839.6700",0
000060169,20190610.,20190810.,C004108,A000321,60.00,CRC,"43,440.00",2,-1,0,"5,393.08",0,0,"12,199.7600",0
000060170,20190610.,20190810.,C004108,A000341,30.00,CRC,"5,400.00",2,-1,0,0.00,0,0,"1,583.2200",0
000060251,20190610.,20190810.,C004108,A000321,"2,688.00",CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000060280,20190610.,20190610.,C003593,A000344,12.00,CRC,"2,700.00",1,-1,0,0.00,0,0,"1,468.2500",0
000060280,20190610.,20190610.,C003593,A000345,12.00,CRC,"2,940.00",1,-1,0,0.00,0,0,"1,829.0100",0
000060336,20190610.,20190710.,C001351,A000309,3.00,CRC,"38,923.50",1,-1,0,"5,060.06",0,0,"16,169.3600",0
000060336,20190610.,20190710.,C001351,A000308,3.00,CRC,"27,373.50",1,-1,0,"3,558.56",0,0,"11,559.3900",0
000060469,20190611.,20190711.,C002074,A000382,6.00,CRC,"7,320.00",1,-1,0,0.00,0,0,"2,459.8900",0
000060756,20190611.,20190711.,C001911,A000341,12.00,CRC,"2,917.20",1,-1,0,0.00,0,0,"1,483.3600",0
000060790,20190612.,20190712.,C001057,A000382,5.00,CRC,"6,100.00",1,-1,0,0.00,0,0,"2,049.9100",0
000060803,20190612.,20190712.,C003473,A000336,5.00,CRC,"8,019.00",1,-1,0,0.00,0,0,"4,677.5800",0
000060939,20190612.,20190712.,C000629,A000334,24.00,CRC,"36,352.80",1,-1,0,0.00,0,0,"21,048.7300",0
000060939,20190612.,20190712.,C000629,A000328,24.00,CRC,"47,124.00",1,-1,0,0.00,0,0,"26,538.7800",0
000060939,20190612.,20190712.,C000629,A000325,24.00,CRC,"42,187.20",1,-1,0,0.00,0,0,"24,144.5000",0
000061128,20190612.,20190712.,C001019,A000341,14.00,CRC,"3,403.40",1,-1,0,0.00,0,0,"1,730.5800",0
000061200,20190613.,20190813.,C004108,A000341,30.00,CRC,"5,400.00",2,-1,0,0.00,0,0,"1,607.5200",0
000061259,20190613.,20190713.,C000319,A000340,18.00,CRC,"4,375.80",1,-1,0,0.00,0,0,"2,347.3600",0
000061562,20190613.,20190713.,C003492,A000326,6.00,CRC,"6,567.00",1,-1,0,853.71,0,0,"2,690.9600",0
000061681,20190614.,20190714.,C000465,A000313,1.00,CRC,"12,204.00",1,-1,0,"1,586.52",0,0,"3,058.4200",0
000061723,20190614.,20190814.,C004108,A000341,30.00,CRC,"5,400.00",2,-1,0,0.00,0,0,"1,583.2200",0
000061859,20190614.,20190714.,C000127,A000382,10.00,CRC,"12,200.00",1,-1,0,0.00,0,0,"4,099.8100",0
000062117,20190617.,20190817.,C003691,A000321,60.00,CRC,"43,440.00",2,-1,0,"5,393.08",0,0,"12,199.7600",0
000062117,20190617.,20190817.,C003691,A000326,240.00,CRC,"209,760.00",2,-1,0,"26,041.70",0,0,"67,358.6900",0
000062117,20190617.,20190817.,C003691,A000329,360.00,CRC,"331,560.00",2,-1,0,"41,163.17",0,0,"98,399.0600",0
000062118,20190617.,20190817.,C003691,A000329,180.00,CRC,"165,780.00",2,-1,0,"20,581.59",0,0,"49,199.5300",0
000062120,20190617.,20190817.,C004108,A000321,96.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000062229,20190617.,20190717.,C000354,A000341,14.00,CRC,"3,403.40",1,-1,0,0.00,0,0,"1,730.5800",0
000062328,20190617.,20190717.,C004079,A000309,1.00,CRC,"12,974.50",1,-1,0,"1,686.69",0,0,"5,389.7900",0
000062380,20190618.,20190818.,C004108,A000321,48.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000062381,20190618.,20190818.,C004108,A000321,48.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000062437,20190618.,20190718.,C001591,A000382,12.00,CRC,"14,640.00",1,-1,0,0.00,0,0,"4,919.7800",0
000062812,20190619.,20190719.,C000994,A000329,24.00,CRC,"25,707.00",1,-1,0,"3,341.91",0,0,"8,816.6400",0
000062812,20190619.,20190719.,C000994,A000326,24.00,CRC,"24,954.60",1,-1,0,"3,244.10",0,0,"9,450.4300",0
000062818,20190619.,20190619.,C004232,A000340,12.00,CRC,"2,917.20",1,-1,0,0.00,0,0,"1,564.9100",0
000063004,20190619.,20190719.,C004371,A000308,3.00,CRC,"27,373.50",1,-1,0,"3,558.55",0,0,"11,559.3900",0
000063030,20190619.,20190719.,C004497,A000340,3.00,CRC,729.30,1,-1,0,0.00,0,0,3.912.300,0
000063104,20190620.,20190720.,C003771,A000320,8.00,CRC,"10,076.00",1,-1,0,0.00,0,0,"4,456.8500",0
000063130,20190620.,20190820.,C004108,A000321,48.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000063131,20190620.,20190820.,C004108,A000321,48.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000063132,20190620.,20190820.,C004108,A000321,96.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000063133,20190620.,20190820.,C004108,A000321,48.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000063305,20190620.,20190720.,C001237,A000334,4.00,CRC,"5,452.92",1,-1,0,0.00,0,0,"2,902.2400",0
000063903,20190624.,20190824.,C000274,A000344,3.00,CRC,639.54,1,-1,0,0.00,0,0,3.316.000,0
000063954,20190625.,20190825.,C004108,A000321,48.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000063984,20190625.,20190725.,C000295,A000340,6.00,CRC,"1,458.60",1,-1,0,0.00,0,0,7.824.500,0
000063984,20190625.,20190725.,C000295,A000329,6.00,CRC,"6,765.00",1,-1,0,879.45,0,0,"2,542.4100",0
000064162,20190625.,20190725.,C002156,A000341,10.00,CRC,"2,431.00",1,-1,0,0.00,0,0,"1,231.9400",0
000064290,20190626.,20190726.,C004268,A000345,25.00,CRC,"4,862.00",1,-1,0,0.00,0,0,"2,547.4400",0
000064290,20190626.,20190726.,C004268,A000344,25.00,CRC,"4,488.00",1,-1,0,0.00,0,0,"1,921.8500",0
000064558,20190626.,20190726.,C000401,A000341,12.00,CRC,"2,917.20",1,-1,0,0.00,0,0,"1,478.3200",0
000064559,20190626.,20190726.,C000627,A000382,6.00,CRC,"7,320.00",1,-1,0,0.00,0,0,"2,459.8900",0
000064559,20190626.,20190726.,C000627,A000356,2.00,CRC,"20,282.78",1,-1,0,0.00,0,0,"7,282.7800",0
000064615,20190626.,20190726.,C001437,A000326,10.00,CRC,"10,397.75",1,-1,0,"1,351.71",0,0,"3,937.6800",0
000064617,20190626.,20190726.,C001244,A000316,6.00,CRC,"12,634.38",1,-1,0,0.00,0,0,"3,757.5500",0
000064667,20190627.,20190827.,C004108,A000321,96.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000064668,20190627.,20190827.,C004108,A000321,48.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000064693,20190627.,20190727.,C004511,A000310,1.00,CRC,"6,331.50",1,-1,0,823.10,0,0,"2,055.7100",0
000064780,20190627.,20190627.,C001242,A000341,6.00,CRC,"1,385.67",1,-1,0,0.00,0,0,6.662.300,0
000065295,20190701.,20190901.,C003691,A000321,120.00,CRC,"86,880.00",2,-1,0,"10,786.15",0,0,"24,399.5200",0
000065297,20190701.,20190901.,C004108,A000321,48.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000065337,20190701.,20191001.,C000395,A000382,5.00,CRC,"6,100.00",1,-1,0,0.00,0,0,"2,049.9100",0
000065416,20190701.,20190801.,C001640,A000314,2.00,CRC,"4,194.00",1,-1,0,545.22,0,0,"1,024.2900",0
000065423,20190701.,20190801.,C003088,A000340,5.00,CRC,"1,215.50",1,-1,0,0.00,0,0,6.520.500,0
000065423,20190701.,20190801.,C003088,A000341,5.00,CRC,"1,215.50",1,-1,0,0.00,0,0,6.159.700,0
000065698,20190702.,20190802.,C000957,A000310,2.00,CRC,"12,663.00",1,-1,0,"1,646.19",0,0,"4,111.4300",0
000065734,20190702.,20190802.,C000368,A000344,12.00,CRC,"2,692.80",1,-1,0,0.00,0,0,"1,461.0500",0
000065734,20190702.,20190802.,C000368,A000345,12.00,CRC,"2,917.20",1,-1,0,0.00,0,0,"1,806.2100",0
000065754,20190702.,20190802.,C000941,A000313,4.00,CRC,"51,528.00",1,-1,0,"6,698.64",0,0,"14,945.6600",0
000065764,20190702.,20190802.,C000674,A000382,6.00,CRC,"7,320.00",1,-1,0,0.00,0,0,"2,459.8900",0
000065799,20190702.,20190802.,C001591,A000382,24.00,CRC,"29,280.00",1,-1,0,0.00,0,0,"9,839.5600",0
000065822,20190702.,20190802.,C002029,A000387,25.00,CRC,"59,375.00",1,-1,0,"7,718.75",0,0,"11,875.0000",0
000065853,20190702.,20190802.,C002329,A000325,6.00,CRC,"10,546.80",1,-1,0,0.00,0,0,"6,036.1200",0
000065853,20190702.,20190802.,C002329,A000328,6.00,CRC,"11,781.00",1,-1,0,0.00,0,0,"6,634.7000",0
000065940,20190703.,20190803.,C001458,A000309,1.00,CRC,"12,974.50",1,-1,0,"1,686.69",0,0,"5,389.7900",0
000065973,20190703.,20190803.,C002330,A000340,3.00,CRC,692.84,1,-1,0,0.00,0,0,3.547.700,0
000066027,20190703.,20190903.,C004108,A000341,15.00,CRC,"2,700.00",2,-1,0,0.00,0,0,7.835.400,0
000066029,20190703.,20190903.,C004108,A000321,96.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000066030,20190703.,20190903.,C004108,A000321,96.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000066031,20190703.,20190903.,C004108,A000321,144.00,CRC,0.00,2,-1,0,0.00,0,0,0.0000,0
000066075,20190703.,20190803.,C002094,A000340,12.00,CRC,"2,917.20",1,-1,0,0.00,0,0,"1,564.9100",0
000066075,20190703.,20190803.,C002094,A000341,12.00,CRC,"2,917.20",1,-1,0,0.00,0,0,"1,478.3200",0
000066109,20190703.,20190803.,C000408,A000382,100.00,CRC,"114,390.00",1,-1,0,0.00,0,0,"33,388.1400",0
000066109,20190703.,20190803.,C000408,A000341,24.00,CRC,"8,905.68",1,-1,0,0.00,0,0,"6,027.9300",0
000066220,20190704.,20190704.,C004232,A000340,12.00,CRC,"2,917.20",1,-1,0,0.00,0,0,"1,564.9100",0
000066223,20190704.,20190804.,C004037,A000348,4.00,CRC,"3,120.20",1,-1,0,405.63,0,0,"-1,325.9700",0
000066258,20190704.,20190804.,C001442,A000344,10.00,CRC,"2,244.00",1,-1,0,0.00,0,0,"1,217.5400",0
000066258,20190704.,20190804.,C001442,A000382,4.00,CRC,"4,880.00",1,-1,0,0.00,0,0,"1,639.9300",0
000066285,20190704.,20190704.,C003283,A000348,14.00,CRC,"7,000.00",1,-1,0,910.00,0,0,"-8,561.5900",0
000066343,20190704.,20190704.,C004283,A000348,15.00,CRC,"7,505.19",1,-1,0,975.67,0,0,"-9,167.9400",0
000066349,20190704.,20190804.,C002029,A000387,25.00,CRC,"59,375.00",8,-1,0,"7,718.75",0,0,"11,862.5000",0
000066382,20190704.,20190804.,C001240,A000348,20.00,CRC,"9,999.40",1,-1,0,"1,299.92",0,0,"-12,231.4400",0
000066387,20190704.,20190704.,C004629,A000348,10.00,CRC,"5,000.00",1,-1,0,650.00,0,0,"-6,115.4200",0
000066414,20190704.,20190804.,C000287,A000348,12.00,CRC,"5,999.64",1,-1,0,779.95,0,0,"-7,338.8600",0
000066416,20190704.,20190804.,C001782,A000348,10.00,CRC,"5,000.00",1,-1,0,650.00,0,0,"-6,115.4200",0
000066417,20190704.,20190704.,C000308,A000348,12.00,CRC,"5,999.64",1,-1,0,779.95,0,0,"-7,338.8600",0
000066418,20190704.,20190804.,C001976,A000348,20.00,CRC,"10,006.92",1,-1,0,"1,300.90",0,0,"-12,223.9200",0
000066419,20190704.,20190704.,C003790,A000348,12.00,CRC,"21,443.40",1,-1,0,"2,787.64",0,0,"8,104.9000",0
000066420,20190704.,20190804.,C004619,A000348,100.00,CRC,"50,034.60",1,-1,0,"6,504.50",0,0,"-61,119.5800",0
000066449,20190704.,20190804.,C002258,A000348,6.00,CRC,"2,999.82",1,-1,0,389.98,0,0,"-3,669.4300",0
000066456,20190704.,20190804.,C001598,A000348,50.00,CRC,"24,998.49",1,-1,0,"3,249.80",0,0,"-30,578.6000",0
000066458,20190704.,20190804.,C004182,A000348,500.00,CRC,"200,000.00",1,-1,0,"26,000.00",0,0,"-355,770.9200",0
000066459,20190704.,20190804.,C001191,A000309,1.00,CRC,"13,364.00",1,-1,0,"1,737.32",0,0,"5,779.2900",0
000066459,20190704.,20190804.,C001191,A000308,3.00,CRC,"28,194.00",1,-1,0,"3,665.22",0,0,"12,379.8900",0
000066463,20190704.,20190804.,C003157,A000348,10.00,CRC,"5,003.46",1,-1,0,650.45,0,0,"-6,111.9600",0
000066469,20190704.,20190804.,C000559,A000348,36.00,CRC,"18,012.46",1,-1,0,"2,341.62",0,0,"-22,003.0500",0
000066489,20190704.,20190804.,C001861,A000348,12.00,CRC,"6,004.15",1,-1,0,780.54,0,0,"-7,334.3500",0
000066501,20190704.,20190804.,C000207,A000319,15.00,CRC,"19,437.00",1,-1,0,0.00,0,0,"10,796.9800",0
000066502,20190704.,20191004.,C000232,A000348,80.00,CRC,"40,000.00",1,-1,0,"5,200.00",0,0,"-48,923.3500",0
000066511,20190704.,20190804.,C000582,A000348,12.00,CRC,"6,004.15",1,-1,0,780.54,0,0,"-7,334.3500",0
000066528,20190704.,20190719.,C004023,A000348,50.00,CRC,"25,017.30",1,-1,0,"3,252.25",0,0,"-30,559.7900",0
000066532,20190704.,20190804.,C003274,A000348,500.00,CRC,"250,173.00",1,-1,0,"32,522.49",0,0,"-305,597.9200",0
000066546,20190705.,20190705.,C004588,A000348,5.00,CRC,"2,499.85",1,-1,0,324.98,0,0,"-3,057.8600",0
000066554,20190705.,20190705.,C004575,A000348,15.00,CRC,"7,505.19",1,-1,0,975.67,0,0,"-9,167.9400",0
000066565,20190705.,20190905.,C000369,A000328,4.00,CRC,"7,854.00",1,-1,0,0.00,0,0,"4,423.1300",0
000066565,20190705.,20190905.,C000369,A000325,4.00,CRC,"7,031.20",1,-1,0,0.00,0,0,"4,024.0800",0
000066565,20190705.,20190905.,C000369,A000336,3.00,CRC,"4,811.40",1,-1,0,0.00,0,0,"2,806.5500",0
000066566,20190705.,20190805.,C004197,A000348,24.00,CRC,"12,008.30",1,-1,0,"1,561.08",0,0,"-14,668.7000",0
000066597,20190705.,20190805.,C004238,A000348,5.00,CRC,"2,499.85",1,-1,0,324.98,0,0,"-3,057.8600",0
000066631,20190705.,20190705.,C004642,A000348,43.00,CRC,"19,350.00",1,-1,0,"2,515.50",0,0,"-28,446.3000",0
000066637,20190705.,20190705.,C003169,A000348,12.00,CRC,"6,004.15",1,-1,0,780.54,0,0,"-7,334.3500",0
